"Version","Code","Code_description","All_TBI_Codes","TBI_DOD","Mild_TBI","Moderate_TBI","Severe_TBI","Penetrating_TBI","Unclassified_TBI_Codes","TBI_CDC","TBI_2019_VA_ICD10","History_of_TBI","Explicit_Concussion_Mentioned","Other_Head_Injury_Trauma_DOD","All_Head_Skull_Face_Injury"
"ICD9","800.49","Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",1,1,0,1,0,0,0,1,1,0,1,0,1
"ICD9","800.5","Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","800.51","Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","800.52","Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","800.53","Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","800.54","Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","800.55","Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","800.56","Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","800.59","Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified",1,1,0,1,0,0,0,1,1,0,1,0,1
"ICD9","800.6","Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.61","Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.62","Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.63","Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.64","Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.65","Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.66","Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.69","Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified",1,1,0,0,0,1,0,1,1,0,1,0,1
"ICD9","800.7","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.71","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.72","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.73","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.74","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.75","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.76","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.79","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",1,1,0,0,0,1,0,1,1,0,1,0,1
"ICD9","800.8","Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.81","Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.82","Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.83","Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.84","Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.85","Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.86","Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.89","Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",1,1,0,0,0,1,0,1,1,0,1,0,1
"ICD9","800.9","Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.91","Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.92","Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.93","Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.94","Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.95","Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.96","Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","800.99","Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",1,1,0,0,0,1,0,1,1,0,1,0,1
"ICD9","801","Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","801.01","Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","801.02","Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","801.03","Closed fracture of base of skull without mention of intra cranial injury, with moderate [1-24 hours] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.04","Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.05","Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.06","Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","801.09","Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified",1,1,1,0,0,0,0,1,1,0,1,0,1
"ICD9","801.1","Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.11","Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.12","Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.13","Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.14","Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.15","Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.16","Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.19","Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",1,1,0,1,0,0,0,1,1,0,1,0,1
"ICD9","801.2","Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.21","Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.22","Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.23","Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.24","Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.25","Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.26","Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.29","Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",1,1,0,1,0,0,0,1,1,0,1,0,1
"ICD9","801.3","Closed fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.31","Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.32","Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.33","Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.34","Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.35","Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.36","Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.39","Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",1,1,0,1,0,0,0,1,1,0,1,0,1
"ICD9","801.4","Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.41","Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.42","Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.43","Closed fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.44","Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.45","Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.46","Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.49","Closed fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",1,1,0,1,0,0,0,1,1,0,1,0,1
"ICD9","801.5","Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","801.51","Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","801.52","Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",1,1,1,0,0,0,0,1,1,0,0,0,1
"ICD9","801.53","Open fracture of base of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.54","Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.55","Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,1,0,0,1,1,0,0,0,1
"ICD9","801.56","Open fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",1,1,0,1,0,0,0,1,1,0,0,0,1
"ICD9","801.59","Open fracture of base of skull without mention of intracranial injury, with concussion, unspecified",1,1,0,1,0,0,0,1,1,0,1,0,1
"ICD9","801.6","Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.61","Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.62","Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.63","Open fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.64","Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.65","Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.66","Open fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.69","Open fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",1,1,0,0,0,1,0,1,1,0,1,0,1
"ICD9","801.7","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.71","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.72","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.73","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.74","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.75","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.76","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.79","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",1,1,0,0,0,1,0,1,1,0,1,0,1
"ICD9","801.8","Open fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.81","Open fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.82","Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.83","Open fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.84","Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.85","Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.86","Open fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.89","Open fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",1,1,0,0,0,1,0,1,1,0,1,0,1
"ICD9","801.9","Open fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.91","Open fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.92","Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.93","Open fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.94","Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.95","Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.96","Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",1,1,0,0,0,1,0,1,1,0,0,0,1
"ICD9","801.99","Open fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",1,1,0,0,0,1,0,1,1,0,1,0,1
"ICD9","803","Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness",1,1,1,0,0,0,0,1,0,0,0,0,1
"ICD9","803.01","Other closed skull fracture without mention of intracranial injury, with no loss of consciousness",1,1,1,0,0,0,0,1,0,0,0,0,1
